 # Time,   Mach,     alfa,     beta,     Clp,     Cm_alfa,     Cm_p_alfa,     Cm_q,     Cn_beta,     Cn_r 
8.500e-04, 2.327e+00, -7.972e-03, 1.816e-02, -1.418e-02, 2.633e+00, -2.038e-01, -1.640e+01, 0.000e+00, 0.000e+00
8.600e-04, 2.327e+00, -1.032e-02, 1.713e-02, -1.418e-02, 2.633e+00, -2.017e-01, -1.640e+01, 0.000e+00, 0.000e+00
8.700e-04, 2.327e+00, -1.331e-02, 1.524e-02, -1.418e-02, 2.633e+00, -1.987e-01, -1.640e+01, 0.000e+00, 0.000e+00
8.800e-04, 2.327e+00, -1.575e-02, 1.302e-02, -1.418e-02, 2.633e+00, -1.959e-01, -1.640e+01, 0.000e+00, 0.000e+00
8.900e-04, 2.327e+00, -1.781e-02, 1.045e-02, -1.418e-02, 2.633e+00, -1.932e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.000e-04, 2.327e+00, -1.910e-02, 8.249e-03, -1.418e-02, 2.633e+00, -1.911e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.100e-04, 2.327e+00, -2.044e-02, 4.939e-03, -1.418e-02, 2.633e+00, -1.882e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.200e-04, 2.327e+00, -2.109e-02, 2.135e-03, -1.418e-02, 2.633e+00, -1.858e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.300e-04, 2.327e+00, -2.136e-02, -1.450e-03, -1.418e-02, 2.633e+00, -1.829e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.400e-04, 2.327e+00, -2.113e-02, -4.452e-03, -1.418e-02, 2.633e+00, -1.804e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.500e-04, 2.327e+00, -2.038e-02, -7.705e-03, -1.418e-02, 2.633e+00, -1.778e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.600e-04, 2.327e+00, -1.897e-02, -1.113e-02, -1.418e-02, 2.633e+00, -1.748e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.700e-04, 2.327e+00, -1.765e-02, -1.336e-02, -1.418e-02, 2.633e+00, -1.727e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.800e-04, 2.327e+00, -1.525e-02, -1.634e-02, -1.418e-02, 2.633e+00, -1.697e-01, -1.640e+01, 0.000e+00, 0.000e+00
9.900e-04, 2.327e+00, -1.270e-02, -1.862e-02, -1.418e-02, 2.633e+00, -1.670e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.000e-03, 2.327e+00, -9.707e-03, -2.055e-02, -1.418e-02, 2.633e+00, -1.643e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.010e-03, 2.327e+00, -6.725e-03, -2.189e-02, -1.418e-02, 2.633e+00, -1.617e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.020e-03, 2.327e+00, -3.242e-03, -2.286e-02, -1.418e-02, 2.633e+00, -1.589e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.030e-03, 2.327e+00, -8.905e-05, -2.325e-02, -1.418e-02, 2.633e+00, -1.565e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.040e-03, 2.327e+00, 3.425e-03, -2.318e-02, -1.418e-02, 2.633e+00, -1.538e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.050e-03, 2.327e+00, 8.171e-03, -2.222e-02, -1.418e-02, 2.632e+00, -1.502e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.060e-03, 2.327e+00, 1.100e-02, -2.113e-02, -1.418e-02, 2.632e+00, -1.479e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.070e-03, 2.327e+00, 1.367e-02, -1.969e-02, -1.418e-02, 2.632e+00, -1.457e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.080e-03, 2.327e+00, 1.713e-02, -1.706e-02, -1.418e-02, 2.632e+00, -1.424e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.090e-03, 2.327e+00, 1.952e-02, -1.455e-02, -1.418e-02, 2.632e+00, -1.399e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.100e-03, 2.327e+00, 2.146e-02, -1.181e-02, -1.418e-02, 2.632e+00, -1.375e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.110e-03, 2.327e+00, 2.344e-02, -7.804e-03, -1.418e-02, 2.632e+00, -1.342e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.120e-03, 2.327e+00, 2.441e-02, -4.643e-03, -1.418e-02, 2.632e+00, -1.319e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.130e-03, 2.327e+00, 2.500e-02, -9.840e-04, -1.418e-02, 2.632e+00, -1.292e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.140e-03, 2.327e+00, 2.504e-02, 2.617e-03, -1.418e-02, 2.632e+00, -1.267e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.150e-03, 2.327e+00, 2.428e-02, 7.414e-03, -1.418e-02, 2.632e+00, -1.233e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.160e-03, 2.327e+00, 2.322e-02, 1.061e-02, -1.418e-02, 2.632e+00, -1.209e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.170e-03, 2.327e+00, 2.178e-02, 1.358e-02, -1.418e-02, 2.632e+00, -1.186e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.180e-03, 2.327e+00, 1.953e-02, 1.691e-02, -1.418e-02, 2.632e+00, -1.159e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.190e-03, 2.327e+00, 1.640e-02, 2.020e-02, -1.418e-02, 2.632e+00, -1.128e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.200e-03, 2.327e+00, 1.271e-02, 2.292e-02, -1.418e-02, 2.632e+00, -1.097e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.210e-03, 2.327e+00, 1.011e-02, 2.430e-02, -1.418e-02, 2.632e+00, -1.077e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.220e-03, 2.327e+00, 5.049e-03, 2.604e-02, -1.418e-02, 2.632e+00, -1.042e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.230e-03, 2.327e+00, 2.351e-03, 2.653e-02, -1.418e-02, 2.632e+00, -1.024e-01, -1.640e+01, 0.000e+00, 0.000e+00
1.240e-03, 2.327e+00, -2.010e-03, 2.673e-02, -1.418e-02, 2.632e+00, -9.957e-02, -1.640e+01, 0.000e+00, 0.000e+00
